,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.8280514478683472,0.9545724987983704,0.8310509324073792,0.9039461612701416,0.8373220562934875,0.8478510975837708,0.8347628116607666,0.852286159992218,0.8438339233398438,0.8827698826789856,0.9250860214233398,0.7507504820823669,0.9290294051170349,0.6998904347419739,0.9089928269386292,0.74827641248703,0.8970472812652588,0.7982827425003052,0.9403866529464722,0.7607425451278687,0.9826551675796509,0.6595228314399719,1.0025206804275513,0.5975877046585083,1.0217264890670776,0.5471413731575012,0.9294470548629761,0.8014745712280273,0.9078954458236694,0.7563146948814392,0.8771434426307678,0.7902352809906006,0.8636440634727478,0.8136937618255615,0.9081715941429138,0.853563666343689,0.8640585541725159,0.8549458384513855,0.8372117877006531,0.8784607648849487,0.8275080919265747,0.8933664560317993
1,0.8161463737487793,0.9687581062316895,0.8778167963027954,0.9745966196060181,0.9139871597290039,0.938203752040863,0.8714749813079834,0.9063986539840698,0.8219538927078247,0.8869870901107788,0.9638997316360474,0.8017972707748413,1.0072606801986694,0.745020866394043,1.015502691268921,0.7403675317764282,1.0197049379348755,0.7366571426391602,0.9167851209640503,0.7549975514411926,0.9719240069389343,0.6439450979232788,0.9980205297470093,0.5848280191421509,1.0166431665420532,0.5344958305358887,0.8589335083961487,0.745616614818573,0.8406251668930054,0.6583531498908997,0.8352565765380859,0.7219792604446411,0.8440486192703247,0.7816216349601746,0.8019649982452393,0.7625406980514526,0.7912183403968811,0.7442256808280945,0.8046605587005615,0.7998781800270081,0.8300013542175293,0.8508045673370361
2,0.8021522760391235,0.9765610694885254,0.8634239435195923,0.9757059812545776,0.9018430113792419,0.9323525428771973,0.8572568893432617,0.8906606435775757,0.8158720135688782,0.8550894260406494,0.9630328416824341,0.790814220905304,1.0191943645477295,0.7036339640617371,1.0541316270828247,0.6474205255508423,1.0789716243743896,0.6022952198982239,0.9131386280059814,0.7467511892318726,0.9677093029022217,0.6381931304931641,0.9990618228912354,0.5710040330886841,1.0216410160064697,0.513169527053833,0.8564609289169312,0.7399075627326965,0.8459465503692627,0.6475361585617065,0.8383108973503113,0.721682608127594,0.8414278030395508,0.7887266874313354,0.7993009090423584,0.7609214186668396,0.794585645198822,0.7501583695411682,0.8073887228965759,0.8102666139602661,0.8299254775047302,0.8624414205551147
3,0.7892413139343262,0.9838517308235168,0.8541091680526733,0.9836878180503845,0.8952564597129822,0.9348266124725342,0.847615659236908,0.8740708827972412,0.7987180948257446,0.8250021934509277,0.95673006772995,0.8007217645645142,1.0037856101989746,0.7468531727790833,1.0259461402893066,0.7445098161697388,1.0433746576309204,0.7442740201950073,0.9099105596542358,0.7511281371116638,0.968217134475708,0.643036961555481,1.0033552646636963,0.5777890682220459,1.0298649072647095,0.520713210105896,0.8522414565086365,0.7430657744407654,0.8469011187553406,0.6455414891242981,0.8379987478256226,0.7192122340202332,0.840614914894104,0.7854556441307068,0.7942173480987549,0.7665489912033081,0.7959586381912231,0.7516783475875854,0.8087518215179443,0.8131418228149414,0.829045832157135,0.8665047287940979
4,0.7854746580123901,0.9874246120452881,0.8456131219863892,0.995596170425415,0.8906366229057312,0.9572917819023132,0.8532103896141052,0.8903288841247559,0.8038380146026611,0.8300482630729675,0.9610193967819214,0.7948516607284546,1.0222492218017578,0.700549840927124,1.0624191761016846,0.6353299021720886,1.0881946086883545,0.5808002352714539,0.9116489291191101,0.7460768818855286,0.9716883897781372,0.6353796720504761,1.0064544677734375,0.5651768445968628,1.0290025472640991,0.5039845705032349,0.855907678604126,0.7398146390914917,0.8453145623207092,0.646237850189209,0.8357918858528137,0.7202349305152893,0.8361529111862183,0.7880116701126099,0.7967230081558228,0.7648738622665405,0.7974886894226074,0.7501998543739319,0.8121996521949768,0.8132513761520386,0.8336822986602783,0.870856523513794
5,0.7871575951576233,1.004108190536499,0.8487811088562012,1.0068821907043457,0.8871374130249023,0.9349977970123291,0.8448081016540527,0.8563410043716431,0.7949110269546509,0.7990517616271973,0.955743670463562,0.8060657382011414,0.9766172766685486,0.7688022255897522,0.9463493824005127,0.8123289942741394,0.9168272018432617,0.8439027667045593,0.9128290414810181,0.7524319887161255,0.975334644317627,0.6391524076461792,1.006870150566101,0.5725133419036865,1.0337462425231934,0.5091668963432312,0.8551608324050903,0.7417507171630859,0.8435894250869751,0.6378886103630066,0.8286718130111694,0.716655969619751,0.8300592303276062,0.7859232425689697,0.7957159876823425,0.7633036971092224,0.7937232255935669,0.7384999394416809,0.8065226078033447,0.8073193430900574,0.8279333114624023,0.8664969205856323
6,0.786904513835907,1.0133789777755737,0.8492668271064758,1.0114187002182007,0.8901522159576416,0.9455853700637817,0.8484156727790833,0.8639340400695801,0.7953758239746094,0.8062253594398499,0.96092689037323,0.8043507933616638,1.005382776260376,0.7398734092712402,1.0253758430480957,0.7166720032691956,1.0331684350967407,0.6993232369422913,0.9144417643547058,0.7490458488464355,0.9737892150878906,0.6338129639625549,1.007538914680481,0.5641838312149048,1.0306326150894165,0.5009151697158813,0.855396568775177,0.7419298887252808,0.84201979637146,0.637029767036438,0.8334136009216309,0.7123222947120667,0.837070882320404,0.7802307605743408,0.7942859530448914,0.7679648995399475,0.7929146885871887,0.7419718503952026,0.8056974411010742,0.8002292513847351,0.8269546031951904,0.8527994751930237
7,0.7836346626281738,1.0203628540039062,0.8449966311454773,1.0172771215438843,0.8825190663337708,0.9413422346115112,0.8459787368774414,0.8607815504074097,0.796661913394928,0.8005011677742004,0.9586786031723022,0.8036051988601685,0.9804797172546387,0.7556759119033813,0.9512730836868286,0.7974266409873962,0.9198489189147949,0.8290582299232483,0.9167575836181641,0.7497698664665222,0.9748754501342773,0.6355372071266174,1.003441333770752,0.5670792460441589,1.0273704528808594,0.5024516582489014,0.8590729236602783,0.7391291260719299,0.8441327810287476,0.6355360150337219,0.8300012350082397,0.71015465259552,0.8301926851272583,0.7762782573699951,0.800178050994873,0.7592192888259888,0.7952931523323059,0.7281656861305237,0.804053544998169,0.7924928665161133,0.8213511109352112,0.8496987819671631
8,0.7879642248153687,1.0121707916259766,0.8500282168388367,1.0067986249923706,0.8894953727722168,0.9361943602561951,0.8562625050544739,0.868472158908844,0.8070350289344788,0.815616250038147,0.9554844498634338,0.7967710494995117,0.9676336646080017,0.7608301639556885,0.9241284728050232,0.8126426339149475,0.8779926300048828,0.8485803604125977,0.9114530086517334,0.744033694267273,0.9709596037864685,0.6352355480194092,1.0034420490264893,0.5671616792678833,1.0323526859283447,0.5006471872329712,0.8542064428329468,0.7357383966445923,0.8429777026176453,0.6357796788215637,0.8315585255622864,0.716763436794281,0.8351483345031738,0.7855556011199951,0.7949808239936829,0.7641103267669678,0.7952998876571655,0.7427088618278503,0.8079652786254883,0.8076654672622681,0.8294236660003662,0.8645822405815125
9,0.7864761352539062,1.0097062587738037,0.8485591411590576,1.010591745376587,0.8900846242904663,0.9452383518218994,0.8485482931137085,0.867153525352478,0.7976424694061279,0.8042911887168884,0.9576548933982849,0.8029787540435791,0.9966769218444824,0.7343505620956421,0.9979951977729797,0.7496806383132935,0.994365394115448,0.7682846188545227,0.9116898775100708,0.745261013507843,0.9738571047782898,0.6291180849075317,1.0075198411941528,0.5650395154953003,1.03748619556427,0.5060523748397827,0.854273796081543,0.7356305122375488,0.8445788025856018,0.6334511041641235,0.8326520323753357,0.7093033790588379,0.8368085026741028,0.7770683765411377,0.7941328287124634,0.7606866359710693,0.7930987477302551,0.7342804074287415,0.8007321953773499,0.796583354473114,0.8183838725090027,0.8521355986595154
